Reaction_ID,Confidence_Level
DECDPtm,-1
DGSNt,-1
DHDPBMTm,-1
DIGALSIDEtl,-1
DM_kdn_c,-1
DM_Ser_Gly_Ala_X_Gly_l,-1
DMATTx,-1
DNDPt20m,-1
DNDPt38m,-1
DURIK1,-1
DURIt,-1
ESTRIOLGLCte,-1
ESTRIOLtr,-1
EX_10fthf7glu_e,-1
EX_34dhphe_e,-1
EX_7dhf_e,-1
EX_7thf_e,-1
EX_ahandrostanglc_e,-1
EX_andrstrn_e,-1
EX_andrstrnglc_e,-1
EX_chol_e,-1
EX_cholate_e,-1
EX_chtn_e,-1
EX_crn_e,-1
EX_cspg_c_e,-1
EX_cspg_e_e,-1
EX_dcsptn1_e,-1
EX_dhf_e,-1
EX_dopa_e,-1
EX_gp1calpha_hs_e,-1
EX_gq1balpha_hs_e,-1
EX_gsn_e,-1
EX_ha_e,-1
EX_hspg_e,-1
EX_imp_e,-1
EX_nifedipine_e,-1
EX_ocdca_e,-1
EX_octa_e,-1
EX_phyt_e,-1
EX_ps_hs_e,-1
EX_strdnc_e,-1
EX_tchola_e,-1
EX_tdchola_e,-1
EX_thym_e,-1
EX_tststeroneglc_e,-1
EX_ttdca_e,-1
FACOAL2251,-1
FACOAL80,-1
FADH2tru,-1
FADtru,-1
FALDH,-1
FAOXC16080m,-1
FAOXC1811601m,-1
FAOXC18480m,-1
FAOXC2051843m,-1
FAOXC226205m,-1
FDH,-1
FORMCOAtx,-1
FORtm,-1
FORtr,-1
FPGS2m,-1
FPGSm_1,-1
FRDPtc,-1
FTHFDH,-1
FTHFLmi,-1
FUMAC,-1
FUMtm,-1
G5SDym,-1
G6PDH1er,-1
G6PDH2er,-1
GALSIDEtl,-1
GALtly,-1
GARFT,-1
GD1B2te,-1
GGH_7THFe,-1
GGLUCT,-1
GLAl,-1
GLCAASE4ly,-1
GLCAASE6ly,-1
GLCAASE7ly,-1
GLCAASE8ly,-1
GLCAASE9ly,-1
GLCNACASE5ly,-1
GLPASE1,-1
GLPASE2,-1
GLYtm,-1
GNDer,-1
GP1CALPHAtg,-1
GQ1BALPHAte,-1
GTHPi,-1
GTHS,-1
HCO3Em,-1
H2O2t,-1
H2O2tm,-1
H2Oter,-1
H2Otg,-1
HAtly,-1
HBZOPT10m,-1
HISt4,-1
HMGCOASm,-1
HMGCOAtm,-1
HMGCOAtx,-1
HMGLx,-1
HS2ly,-1
HSAT2ly,-1
HSAT3ly,-1
HSPASEly,-1
Htx,-1
ICDHyr,-1
ICDHyp,-1
IDOAASE3ly,-1
IDOURtly,-1
INSTt2,-1
INSTt4,-1
IPDPtx,-1
KCC2t,-1
LALDO,-1
LEUTAm,-1
LINKDEG1ly,-1
LINKDEG2ly,-1
LINKDEG3ly,-1
LNLCCPT1,-1
LNLCCPT2,-1
LNLNCGCPT2,-1
LSTO1r,-1
LTDCL,-1
LYSt4,-1
LYStm,-1
MACACI,-1
MALtm,-1
MDRPD,-1
ME1m,-1
ME2m,-1
METS,-1
MTHFCm,-1
MTHFD2m,-1
NACHEX1ly,-1
NACHEX27ly,-1
NACHEXA3ly,-1
NACHEXA4ly,-1
NACHEXA5ly,-1
NACHEXA7ly,-1
NADPtxu,-1
NDP7g,-1
NDP8,-1
NDPK4n,-1
NDPK6m,-1
NDPK7n,-1
NDPK9n,-1
NICRNS,-1
NIFEDIPINEte,-1
NKCC2t,-1
NTD1m,-1
NTD5m,-1
O2Stm,-1
O2Stn,-1
O2ter,-1
O2tn,-1
OCBTm,-1
ORNt4m,-1
P4503A4,-1
P5CRm,-1
PCHOL_HSter,-1
PCHOLP_hs,-1
PDHm,-1
PGCD,-1
PGLer,-1
PGLYCt,-1
PGPP_hs,-1
PGPPT,-1
PHYHx,-1
PHYTt,-1
PItg,-1
PPA2,-1
PPAer,-1
PPAm,-1
PPItr,-1
PRASCSi,-1
PRISTtx,-1
PROD2m,-1
PYDXPP,-1
PYNP2r,-1
PYRt2p,-1
S2TASE1ly,-1
S2TASE2ly,-1
S2TASE5ly,-1
S3TASE3ly,-1
S4TASE1ly,-1
S4TASE2ly,-1
S6TASE1ly,-1
S6TASE2ly,-1
S6TASE3ly,-1
SACCD3m,-1
SBTD_D2,-1
SBTR,-1
SERLYSNaex,-1
SFGTHi,-1
SMS,-1
SO4t4_2,-1
SO4tl,-1
SPODMe,-1
SPR,-1
SQLEr,-1
SQLSr,-1
ST3GAL22g,-1
ST6GALNAC21,-1
ST6GALNAC22,-1
ST6GALNAC23,-1
ST6GALNAC26,-1
ST6GALNAC27,-1
ST6GALNAC28,-1
ST8SIA51g,-1
STRDNCCPT1,-1
STRDNCt,-1
SUCCtp,-1
SUCD1m,-1
TAURt4_2_r,-1
THFtm,-1
THYMDtm,-1
TMNDNCCPT1,-1
TRDR2,-1
TSTSTERONEGLCte,-1
TSTSTERONEGLCtr,-1
TSTSTERONEt,-1
TSTSTERONEtr,-1
TTDCAtr,-1
TYRDOPO,-1
UAGALDP,-1
UDPGALtg,-1
UDPGD,-1
UGT1A10r_1,-1
UGT1A4r,-1
UGT1A8r,-1
UGT1A9r,-1
UMPK3,-1
UMPK4,-1
UMPK5,-1
UMPK7,-1
UREAtm,-1
URIt,-1
UROLACer,-1
XOLESTte,-1
XYLK,-1
XYLUR,-1
EX_ahdt_e,-1
EX_HC00250_e,-1
EX_HC01361_e,-1
GDR,-1
GTHRDH_syn,-1
GGTAe2,-1
SPTc,-1
SSALxm,-1
DHFR2i,-1
r0249,-1
GMPR,-1
GMPS,-1
ACOAR7m,-1
r0381,-1
PYDXNO,-1
HXAND,-1
PHETHPTOX,-1
r0407,-1
r0463,-1
RNTR2,-1
r0480,-1
HMGCOAR,-1
r0514,-1
BETALDHx,-1
r0568,-1
DPCOAPP,-1
AASAD3,-1
HPROxm,-1
r0627,-1
r0629,-1
r0630,-1
r0633,-1
r0637,-1
ACACT7m,-1
r0716_1,-1
HACD6m,-1
ACACT5m,-1
ECOAH4p,-1
r0730,-1
r0731,-1
r0774,-1
LNS14DMr,-1
r0788,-1
r0789,-1
r0801,-1
r0819,-1
r0822,-1
r0830,-1
r0836,-1
r0840,-1
r0841,-1
r0885,-1
r0892,-1
MALICITtm,-1
r0915,-1
r0940,-1
r0954,-1
r0962,-1
r0983,-1
r0984,-1
r0997,-1
r1117,-1
r1134,-1
r1143,-1
GLUt4,-1
r1148,-1
r1163,-1
r1253,-1
r1254,-1
r1378,-1
r1383_1,-1
r1421,-1
r1428,-1
ALAtmi,-1
r1495,-1
r1497,-1
r2013,-1
r2021,-1
r2023,-1
r2094,-1
r2104,-1
r2111,-1
r2113,-1
r2150,-1
r2199,-1
r2202,-1
r2331,-1
r2439,-1
RE0512X,-1
RE0568C,-1
G6Pt6er,-1
r2374,-1
r2375,-1
r2502,-1
r2505,-1
r2385,-1
r2516,-1
r2404,-1
r2520,-1
GLNt,-1
r2534,-1
EX_so3_e,-1
r2419,-1
RE0452M,-1
RE0453M,-1
RE1518X,-1
RE1519X,-1
RE1520X,-1
RE1522X,-1
RE1526X,-1
RE1527X,-1
RE1530M,-1
RE1533X,-1
RE1534X,-1
RE2112R,-1
RE1835C,-1
RE1845C,-1
RE1233C,-1
RE2666C_1,-1
RE2346C,-1
RE1516X,-1
RE3076X,-1
RE3001M,-1
RE3411C_1,-1
RE3413C,-1
RE3626M,-1
RE3628M,-1
EX_citr__L_e,-1
EX_C02528_e,-1
EX_HC02191_e,-1
EX_CE5854_e,-1
EX_CE5853_e,-1
EX_CE1925_e,-1
C12OHc,-1
C162ACBP,-1
PIt9,-1
ACRNtp,-1
BIOMASS_reaction,3
3HBCOARc,-1
C4CRNCPT2,-1
C4CRNe,-1
C12DCe,-1
C60CPT1,-1
C6COAt,-1
FAOXC122m,-1
C80CPT1,-1
DDCRNe,-1
DOCOSACTDe,-1
EX_c12dc_e,-1
FAOXC16DCC14DCx,-1
FAOXC16DCr,-1
FAOXC123m,-1
FAOXC182C162m,-1
FAOXC183C163m,-1
EX_c6crn_e,-1
FAOXC184C164m,-1
FAOXC184m,-1
FAOXC101x,-1
FAOXC102C101m,-1
FAOXC102C81m,-1
FAOXC225C204m,-1
FAOXC225C226m,-1
FAOXC102m,-1
FAOXC226C225m,-1
FAOXC227C226m,-1
FAOXC103C102m,-1
FAOXC61m,-1
FAOXC12DCx,-1
FAOXC81C61m,-1
FAOXC8C6m,-1
FAOXC142C122m,-1
FAOXC143C123m,-1
FAOXTC162TC142m,-1
FAOXTC182TC162m,-1
ARGATB0tc,-1
FAOXC15NADx,-1
ASNATB0tc,-1
HDCACBP,-1
HEXDIACtr,-1
HEXDICOAACBPx,-1
HIVCACBP,-1
HTDCACBP,-1
IVCOAACBP,-1
GLNATB0tc,-1
IVCRNe,-1
LEUATB0tc,-1
LEULEULAPc,-1
LEULEUPEPT1tc,-1
METATB0tc,-1
FAOXC163C164Gm,-1
ORNALArBATtc,-1
PHEATB0tc,-1
EX_leuleu_e,-1
FAOXC163Gm,-1
TRPATB0tc,-1
TYRATB0tc,-1
VALATB0tc,-1
EX_q10h2_e,-1
3HCO3_NAt,-1
FAOXC164C143m,-1
FRDPtcr,-1
FAOXC164C165m,-1
CHSTEROLtrc,-1
CRNtp,-1
Coqe,-1
DGTPtm_cho,-1
DM_taur_c,-1
DSREDUCr,-1
FAOXC164m,-1
LACLt,-1
DTMPKm,-1
EX_4hpro_LT_e,-1
FAOXC165C164m,-1
q10h2tc,-1
EX_cyst__L_e,-1
EX_dcmp_e,-1
4HPRO_LTte,-1
5MTAte,-1
AICARte,-1
P5CR,-1
EX_glyald_e,-1
PPItm,-1
Q10H2e,-1
EX_aicar_e,-1
IDOURte,-1
EX_idour_e,-1
LKYNRtr,-1
GALt4,-1
EX_Lkynr_e,-1
ETHAMPtr,-1
TRPt,-1
GLCURtr,-1
L_LACt4r,-1
GLYCLm,-1
ACRNte,-1
PCRNte,-1
STCRNte,-1
BUTSMCT1,-1
EX_lneldccrn_e,-1
BIOMASS_maintenance,3
BIOMASS_maintenance_noTrTr,3
CRNATBtc,-1
FOLOAT2tc,-1
LNLCCRNNAt,-1
2OXOADPt,-1
3MOXTYRt,-1
7DHCHSTEROLtd,-1
EX_C04717_e,-1
NACSMCTte,-1
EX_hexdiac_e,-1
EX_hgentis_e,-1
EX_lnlccrn_e,-1
EX_lthstrl_e,-1
EX_mev__R_e,-1
PPASMCT1,-1
FORGLUt,-1
PYRSMCT1,-1
HGENTISt,-1
EX_3moxtyr_e,-1
LNLCCRNtd,-1
EX_hisargser_e,-1
EX_hiscyscys_e,-1
EX_progly_e,-1
EX_hislysval_e,-1
EX_hisphearg_e,-1
EX_histrphis_e,-1
EX_ileargile_e,-1
EX_lysargleu_e,-1
EX_trpglngln_e,-1
EX_pheleuasp_e,-1
EX_pheleuhis_e,-1
EX_tyrphetyr_e,-1
EX_tyrvalmet_e,-1
EX_valphearg_e,-1
ASPALAARGt,-1
ASPHISCYSt,-1
ASPHISPROt,-1
ASPLYSHISt,-1
GLYVALHISt,-1
HISASPt,-1
HISGLYLYSt,-1
ASPMETASPt,-1
ASPVALASNt,-1
HISLYSVALt,-1
CYSASPPHEt,-1
ILEASNHISt,-1
ILEGLYARGt,-1
EX_argtyrval_e,-1
LYSARGLEUt,-1
THRHISHISt,-1
EX_asnasnarg_e,-1
METGLYARGt,-1
TRPASPASPt,-1
TRPGLNGLNt,-1
PHELEUASPt,-1
PHELEUHISt,-1
TYRASPARGt,-1
TYRPHETYRt,-1
TYRVALMETt,-1
GLYVALHISr,-1
HISHISLYSr,-1
HISLYSVALr,-1
HISTRPHISr,-1
ILEARGILEr,-1
ILEGLYARGr,-1
ASNASNARGr,-1
ASPALAARGr,-1
LEUTYRTYRr,-1
ASPHISCYSr,-1
ASPHISPROr,-1
ASPMETASPr,-1
ASPVALASNr,-1
PHELEUASPr,-1
PHELEUHISr,-1
CYSASPPHEr,-1
CYSCYSr,-1
EX_asphiscys_e,-1
GLNASNGLNr,-1
EX_aspvalasn_e,-1
EX_glnasngln_e,-1
ODECRNtr,-1
PMTCRNtr,-1
SERGLYGLUr,-1
HXAt3,-1
EX_hxa_e,-1
TYRVALMETr,-1
VALLEUPHEr,-1
EX_glutrpala_e,-1
HOMOVALte,-1
EX_glyhisasn_e,-1
SK_for_c,-1
EX_glyvalhis_e,-1
EX_f1a_e,-1
DM_pchol_hs_c,-1
ETHAt,-1
SK_crvnc_c,-1
r2444,-1
EX_acgal_e,-1
EX_acnam_e,-1
UNK3,-1
ACNAMtr,-1
AMPTASECG,-1
ASPTA,-1
SK_glygn2_c,-1
SK_Tyr_ggn_c,-1
SK_c226coa_c,-1
SK_lnlccoa_c,-1
SK_lnlncgcoa_c,-1
CYSTS,-1
SK_nad_c,-1
SK_pmtcoa_c,-1
SK_pydx_c,-1
DHFR,-1
SK_pydxn_c,-1
DHPR,-1
DMATT,-1
DTMPK,-1
DURIPP,-1
SK_tchola_c,-1
EX_acac_e,-1
GALUi,-1
GK1,-1
SK_thf_c,-1
GLYPROPRO1c,-1
EX_asp__L_e,-1
EX_gal_e,-1
EX_glu__L_e,-1
GRTT,-1
GUAPRT,-1
HCO3E,-1
EX_h2o_e,-1
EX_lac__L_e,-1
EX_lys__L_e,-1
EX_o2_e,-1
IMPD,-1
EX_orn_e,-1
EX_pi_e,-1
SK_tmndnccoa_c,-1
EX_succ_e,-1
EX_thymd_e,-1
EX_urea_e,-1
EX_uri_e,-1
NDPK4,-1
NDPK6,-1
UDPG4E,-1
NNATr,-1
DXTRNt,-1
O2t,-1
EX_dxtrn_e,-1
PGM,-1
UREAt,-1
PGMT,-1
PNTK,-1
URIDK2r,-1
SERD_L,-1
PPBNGS,-1
PRPPS,-1
r0398,-1
r0422,-1
PPM2,-1
PUNP1,-1
PUNP3,-1
PUNP5,-1
ACCOAC,-1
EX_pnto__R_e,-1
EX_gly_e,-1
RNDR2,-1
RNDR3,-1
RNDR4,-1
EX_cys__L_e,-1
EX_thr__L_e,-1
EX_gln__L_e,-1
EX_phe__L_e,-1
EX_tyr__L_e,-1
TALA,-1
EX_arg__L_e,-1
TKT1,-1
EX_for_e,-1
EX_nac_e,-1
EX_nh4_e,-1
EX_ac_e,-1
ADNK1,-1
TPI,-1
UAG4Ei,-1
UAGDP,-1
AICART,-1
ALDD2x,-1
AMANK,-1
SK_dchac_c,-1
CITL,-1
MDH,-1
CYTK1,-1
MI1PP,-1
ACACT1r,-1
EX_fru_e,-1
EX_glyc_e,-1
PFK,-1
ACS,-1
PRFGS,-1
PYDXNK,-1
PYK,-1
TMDS,-1
EX_ptrc_e,-1
GALT,-1
XYLt,-1
GLYALDDr,-1
EX_pyr_e,-1
IMPC,-1
EX_4abut_e,-1
ACGAM2E,-1
EX_ade_e,-1
EX_etoh_e,-1
ABUTt2r,-1
ETOHt,-1
EX_acald_e,-1
FTCD,-1
EX_taur_e,-1
HEXGLYte,-1
EX_lanost_e,-1
EX_hexgly_e,-1
5EIPENCte,-1
T4HCINNMte,-1
AGRMte,-1
GLCRt1,-1
MLTHFte,-1
EX_ahandrostan_e,-1
PTRCARGte,-1
MLTHFte2,-1
EX_agm_e,-1
T4HCINNMtm,-1
DSMSTEROLtr,-1
DSMSTEROLte,-1
EX_T4hcinnm_e,-1
SQLte,-1
EX_trypta_e,-1
EX_CE2006_e,-1
PPBNGte,-1
EX_ppbng_e,-1
UDPG3DOPA,-1
DOPA4GLCURt,-1
DOPA3GLCURt,-1
EX_hdd2crn_e,-1
EX_mlthf_e,-1
AACTte,-1
EX_aact_e,-1
EX_prist_e,-1
EX_gd3_hs_e,-1
LANOSTt,-1
FDPte,-1
GM1tg,-1
LANOSTtr,-1
NEU23,-1
NEU24,-1
NEU25,-1
3H3MGLTc,-1
EX_galgluside_hs_e,-1
3MGLUTACtm,-1
EX_3mglutac_e,-1
SK_34dhpac_c,-1
FACOAE120,-1
HMR_0215,-1
HMR_0268,-1
HMR_0354,-1
HMR_0426,-1
HMR_0427,-1
HMR_0824,-1
HMR_0827,-1
HMR_0830,-1
HMR_0843,-1
HMR_0847,-1
HMR_1095,-1
HMR_1465,-1
SMO,-1
LNSTLS,-1
HMR_1479,-1
HMR_1502,-1
HMR_1503,-1
HMR_1505,-1
CHLSTI_1,-1
DSMSTOLR,-1
HMR_1536,-1
HMR_1538,-1
HMR_1539,-1
HMR_1543,-1
HMR_1547,-1
HMR_1549,-1
HMR_1838,-1
HMR_1550,-1
HMR_1551,-1
HMR_0803,-1
HMR_2287,-1
HMR_2603,-1
HMR_2604,-1
HMR_2633,-1
HMR_2634,-1
HMR_2673,-1
HMR_2666,-1
CARN1829Z12Zt_m,-1
HMR_2711,-1
HMR_2722,-1
HMR_2731,-1
CARN1836Z9Z12Zt_m,-1
HMR_2764,-1
HMR_3115,-1
HMR_3116,-1
KAT180_m,-1
HMR_3106,-1
HMR_3321,-1
HMR_2851,-1
HMR_3426,-1
HMR_2861,-1
HMR_2865,-1
HMR_2884,-1
ASPT,-1
HMR_3915,-1
HMR_3951,-1
NADPPPS,-1
UPPRT,-1
HMR_2888,-1
XYLR,-1
HMGCOARx,-1
URIK2,-1
HMR_5387,-1
HMR_5389,-1
METOX,-1
HMR_6500,-1
HMR_7748,-1
HMR_7749,-1
HMR_7898,-1
HMR_7906,-1
HMR_9176,-1
HMR_9188,-1
HMR_8374,-1
SO4t_e,-1
HMR_9593,-1
PNTOt1,-1
HMR_9614,-1
HMR_9640,-1
CDCA6AH,-1
DCA24GSr,-1
DCA3GSr,-1
DM_lca24g_c,-1
DM_3dhdchol_c,-1
DM_thyochol_c,-1
DM_dca24g_c,-1
DM_hdca24g_c,-1
TCDCA6AH,-1
C14STR,-1
HMR_1467,-1
HMR_1500,-1
3ISPVSteb,-1
56DHPVShc,-1
56DHPVStev,-1
56EPPVStev,-1
35DHPVShc,-1
35DHPVStep,-1
35DHPVSthc,-1
EX_glc__D_e,-1
7HPVStev,-1
3DHCAS,-1
CRVSM23hr,-1
CVM1GLUChc,-1
3DHCDCAS,-1
EX_56dhpvs_e,-1
EX_ptvstm3_e,-1
EX_7hpvs_e,-1
EX_pvs_e,-1
EX_tripvs_e,-1
EX_dspvs_e,-1
PVStep,-1
SMVACIDhep,-1
3DHLCAS,-1
TRIPVShc,-1
3ISPVSitr,-1
EX_caproic_e,-1
56EPPVSitr,-1
SK_his__L_c,-1
SK_lys__L_c,-1
SK_thr__L_c,-1
SK_val__L_c,-1
SK_ala__L_c,-1
SK_arg__L_c,-1
SK_asn__L_c,-1
SK_tyr__L_c,-1
DM_4abut_c,-1
EX_C01601_e,-1
PROTEIN_BS,-1
7HPVSitr,-1
CO2tp,-1
EX_5adtststeroneglc_e,-1
34DHPHAMT,-1
34DHALDD,-1
34DHPLACOX_NADP,-1
3DPHBH1,-1
3DPHBH2,-1
3HBCDm,-1
3HLYTCL,-1
3SALAASPm,-1
3SALACBOXL_cho,-1
3SALATAim,-1
3SPYRSPm,-1
4ABUTtm,-1
5ADTSTSTERONEGLCte,-1
5ADTSTSTERONEtr,-1
5AOPtm,-1
5MTHFt,-1
5MTHFt2_1,-1
7THFtm,-1
AATA,-1
ACACT1m,-1
ACACT1x,-1
ACACT4p,-1
ACACtx,-1
ACGALK,-1
ACGALtly,-1
ACGAM6PS,-1
ACITL,-1
ACN13ACNGALGBSIDEte,-1
ACN23ACNGALGBSIDEte,-1
ACN23ACNGALGBSIDEtg,-1
ACNAM9PL,-1
ACNAM9PL2,-1
ACNAMPH,-1
ACSm,-1
AHANDROSTANGLCtr,-1
AKGDm,-1
AKGtp,-1
ALATA_L,-1
ALDD21,-1
ANDRSTRNte,-1
AOBUTDsm,-1
ARGNm,-1
ARGtm,-1
ARTFR208,-1
ASNtm,-1
ATP2ter,-1
BILGLCURtr,-1
ATPtm,-1
B3GALT44g,-1
B3GALT5g,-1
BILIRUBt2,-1
BILIRUBtr,-1
C14STRr,-1
C161CPT22,-1
C180CPT2,-1
C3STDH1Pr,-1
CEPTC,-1
CGLYt3_2,-1
CHAT,-1
CHLPCTD,-1
CHOLATEt2,-1
CHTNASE,-1
CITt4_2,-1
CITtbm,-1
CLFORtex,-1
CLS_hs,-1
CMPACNAtg,-1
CO2ter,-1
COAtp,-1
COAtr,-1
COQ5m,-1
COUCOAFm,-1
CSDPASEly,-1
CSm,-1
CSNATer,-1
CSPG_Etly,-1
CYTDK1,-1
CYTK10,-1
CYTK11,-1
CYTK2_1,-1
CYTK9,-1
DCSPTN1CPT2,-1
DDPGAm,-1
DGTPtn,-1
DHCR241r,-1
DHCR242r,-1
DHCR243r,-1
DHCR71r,-1
DM_dgtp_m,-1
DM_dgtp_n,-1
DM_dttp_m,-1
DM_ethamp_r,-1
DMNONCOACRNCPT1,-1
DNDPt23m,-1
DOPAMT,-1
DPHMBDCm,-1
DPPS,-1
DRPA,-1
DTTPtn,-1
EBP1r,-1
EBP2r,-1
ECOAH1m,-1
EHGLAT2m,-1
EHGLATm,-1
ELAIDCPT1,-1
ELAIDCPT2,-1
ELAIDt,-1
ESTRIOLGLCtr,-1
EX_10fthf_e,-1
EX_6thf_e,-1
EX_ach_e,-1
EX_acn13acngalgbside_hs_e,-1
EX_acn23acngalgbside_hs_e,-1
EX_atp_e,-1
EX_bilglcur_e,-1
EX_bilirub_e,-1
EX_chsterol_e,-1
EX_cspg_a_e,-1
EX_cspg_d_e,-1
EX_elaid_e,-1
EX_estriolglc_e,-1
EX_gchola_e,-1
EX_gd1b2_hs_e,-1
EX_gp1c_hs_e,-1
EX_gq1b_hs_e,-1
EX_hco3_e,-1
EX_inost_e,-1
EX_o2s_e,-1
EX_pe_hs_e,-1
EX_pglyc_hs_e,-1
EX_thf_e,-1
EX_tststerone_e,-1
EX_utp_e,-1
EX_xolest_hs_e,-1
FACOAL206,-1
FACOAL226,-1
FAOXC160,-1
FAOXC180,-1
CRNCARtm,-1
r2434,-1
CARN160t_m,-1
r2438,-1
r2521,-1
r2539,-1
RE0453N,-1
RE2112C,-1
RE2327C,-1
RE2407C,-1
RE2410C,-1
AKGCITtm,-1
r2376,-1
RE2541E,-1
RE2640C,-1
r2403,-1
r2420,-1
RE1517X,-1
RE1521X,-1
RE1523X,-1
RE1525X,-1
RE1530C,-1
RE1531X,-1
RE1532X,-1
RE3273C_1,-1
RE1573X,-1
RE3381E,-1
RE3417C_1,-1
RE3420C_1,-1
RE1834C,-1
EX_CE1926_e,-1
EX_crm_hs_e,-1
GLYt7_311_r,-1
2MB2COAc,-1
FAS140COA,-1
BCRNe,-1
EX_3bcrn_e,-1
EX_3ddcrn_e,-1
EX_c4crn_e,-1
EX_ivcrn_e,-1
FAOXC101C8m,-1
FAOXC102C103m,-1
FAOXC122C101m,-1
FAS80COA_L,-1
ALAATB0tc,-1
CYSATB0tc,-1
TTDCPT1,-1
C141ACBP,-1
C142ACBP,-1
FOLt,-1
GLYGLYCNc,-1
GLYGLYPEPT1tc,-1
GLYPROPEPT1tc,-1
C4OHc,-1
C50CPT1,-1
C6CRNe,-1
ILEATB0tc,-1
LYSATB0tc,-1
C6CRNtcx,-1
EX_glygly_e,-1
C9BRxtc,-1
EX_q10_e,-1
FADH2ETC,-1
FAOXC183C163Gm,-1
FAOXC184C163m,-1
IPDDI,-1
FAOXC204C184m,-1
MEVK1,-1
PMEVK,-1
FAOXC225m,-1
FAOXC226C205m,-1
RPEc,-1
FAOXC226C227m,-1
FAOXC226m,-1
FRUt4,-1
FAOXC61C4m,-1
FAOXC6C4m,-1
LNELDCCRNte,-1
ODECRNte,-1
PMTCRNte,-1
HDCECRNte,-1
EX_stcrn_e,-1
FAOXTC101TC102m,-1
FAOXTC102C101m,-1
FAOXTC122TC101m,-1
FAOXTC122m,-1
FAOXTC142TC122m,-1
GLUTCOAACBP,-1
HDDACBP,-1
HDECAACBP,-1
HDECEACBP,-1
HEXCOAACBP,-1
HEXDICOAACBP,-1
HOCDACBP,-1
HOCTDACBP,-1
OCTDEC2ACBP,-1
FACOAE60,-1
PEHSFABPe,-1
PROGLYPEPT1tc,-1
AMPTASEPG,-1
SERATB0tc,-1
THRATB0tc,-1
DPMVD,-1
EX_7dhchsterol_e,-1
q10tm,-1
DM_fol_c,-1
EX_5mta_e,-1
GLYALDtr,-1
CHOLPtr,-1
CYST_Ltr,-1
DCMPtr,-1
EX_forglu_e,-1
L2AADPtr,-1
UDPGLCURtr,-1
IMPtr,-1
EX_hxcoa_e,-1
HC02149td,-1
HEXDIACtd,-1
HXCOAte,-1
HXCOAtx,-1
LTHSTRLt,-1
MEV_Rt,-1
C03990t,-1
C04717td,-1
EX_hisasp_e,-1
EX_hisglylys_e,-1
EX_hishislys_e,-1
EX_ileasnhis_e,-1
EX_ileglyarg_e,-1
EX_leutyrtyr_e,-1
EX_2oxoadp_e,-1
EX_metglyarg_e,-1
EX_metmetile_e,-1
ARGTYRVALt,-1
CYSCYSt,-1
GLNASNGLNt,-1
GLNHISHISt,-1
METMETILEt,-1
EX_estriol_e,-1
EX_ddca_e,-1
SERGLYGLUt,-1
VALLEUPHEt,-1
VALPHEARGt,-1
THBPTt,-1
EX_thbpt_e,-1
EX_adprib_e,-1
EX_serglyglu_e,-1
ARGSERSERr,-1
ARGTYRVALr,-1
ASPLYSHISr,-1
GLNHISHISr,-1
GLUTRPALAr,-1
GLYHISASNr,-1
EX_thrhishis_e,-1
EX_trpaspasp_e,-1
EX_trpprogly_e,-1
HDCECRNtr,-1
LNELDCCRNtr,-1
STCRNtr,-1
LHCYSTIN,-1
LHCYSTINt,-1
EX_Lhcystin_e,-1
MALOAAtm,-1
EX_tyrasparg_e,-1
EX_tyrcysgly_e,-1
EX_valleuphe_e,-1
GLUTRPALAt,-1
GLYHISASNt,-1
GLYHISLYSt,-1
