Reaction_ID,Confidence_Level
ACOAD8m,2
ACOAD9m,1
ACOAO7p,1
ACODA,2
ACONTm,1
ACP1_FMN,1
ACS2,1
ACSRTNMT,0
ACt2r,-1
ADEt,1
ADK3m,1
ADMDC,3
ADNt4,0
ADNtl,1
ADNtm,2
ADPMAN,2
ADPRIBt,0
ADRNCOAtx,-1
ADRNCRNt,1
ADSL2r,2
AG13T16g,0
AG13T18g,0
AG13T2g,0
AGMTm,1
AHANDROSTANGLCte,2
AHEXASE2ly,2
AIRCr,3
AKGMALtm,2
AKGt4_3,1
AKR1D,0
ALAGLYexR,0
ALASERNaEx,1
ALASm,0
ALATHRNaEx,1
ALCD21_D,0
ALCD22_D,0
ALCD2y,2
ALDD20xm,0
ALDD2xm,0
ALDD2y,0
ALDSTRNte,-1
ALDSTRNtm,-1
ALOX15,0
ALR2,2
ALR3,2
AMACR2p,1
AMACRp,1
AMETr,-1
AMETt2m,1
AMPDA,0
AMY2e,0
ANDRSTRNGLCte,2
ANDRSTRNGLCtr,-1
ANDRSTRNtr,-1
ANTIPYRENEte,-1
APOCFm,-1
APOC_LYS_BTNP,-1
APRTO2,1
ARAB_Lt,-1
ARABR,2
ARACHDCOAtx,-1
ARACHDt2,1
ARACHt,-1
ARGDCm,0
ARGLYSex,2
ARGSS,3
ARGt4,0
ARTCOAL3_cho,-1
R_group_phosphotase_2,-1
R_group_phosphotase_3,-1
ASCBOX_1,-1
ASCBt,-1
ASNCYSNaEx,3
ASNGLNNaEx,3
ASNNm,0
ASNS1,2
ASNt4,0
ASPDxt,-1
ASPGLUm,1
ASPNATm,-1
ASPt6,0
ASPTAm,3
ATP1ter,-1
BILGLCURte,2
BILIRED,2
EX_6htststerone_e,-1
ATPasel_1,0
ATPtn,-1
ATPtx,-1
AVITE2t,-1
B3GALT3g,1
B3GALT42g,0
B3GALTg,-1
B3GNT11g,1
B3GNT310g,1
B3GNT315g,1
B3GNT31g,1
B3GNT34g,1
B3GNT37g,1
B3GNT39g,1
B3GNT51g,2
BAAT1x,0
BAAT3x,0
BACCL,1
BDHm,0
BETALDHxm,-1
BHBtm,-1
BHMT,0
BTNDm,1
BTNPL,1
BTNt2m,3
BTNt3i_1,2
BVITEt,-1
BZtr,-1
C160CPT1,0
C160CPT2,1
C160CRNt,1
C161CPT1,0
C161CPT12,0
C161CPT2,2
C161CRN2t,1
C161CRNt,1
C180CPT1,0
C181CPT1,0
C181CRNt,1
C204CPT1,0
C204CPT2,2
C226COAtx,-1
C226CPT1,0
C226CPT2,2
C226CRNt,-1
C3STDH1r,2
C4STMO1r,2
C4STMO2Pr,2
CAATPS_1,0
CAROtr,-1
CAt7r,0
CATm,3
CATp,3
CBL2tm,0
CBPPer,3
CBR2,2
CDIPTr,3
CDPDAGtm,-1
CDS,1
CH25H,0
CHATn,0
CHLP,0
CHOLD2m,0
CHOLK,1
CHOLPtl,-1
CHOLtn,-1
CHOLtr,-1
CHSTEROLt3,-1
CITRtm,1
CITtam,3
CK_cho,0
CLHCO3tex2,3
CLOXAtex2,3
CLPNDCOAtx,-1
CLPNDCPT1,0
CLPNDt,-1
CMPACNAtn,-1
ACNMCT,2
CO2tg,-1
CO2tm,-1
COAtim,1
COKECBESr,2
COQ3m,1
COQ6m,1
COQ7m,1
CORE3GTg,0
CORE6GTg,1
CORE7GTg,-1
CREATt4_2_r,1
CREATtmdiffir,-1
CRMPte,-1
CRNCAR3tp,-1
CRNt,1
CRNtHa,1
CRNtuNa,1
CRTNsyn_cho,-1
CRTSLt,-1
CRTSLtm,-1
CRTSLtr,-1
CRVNCtr,-1
CSAPASEly,-1
CSCPASEly,-1
CSEPASEly,-1
CSNAT2x,1
CSPG_Atly,-1
CSPG_Ct,-1
CSPG_Ctly,-1
CSPG_Dt,-1
CSPG_Dtly,-1
CTPtn,-1
CYANt,-1
CYANtm,-1
CYSALANaEx,1
CYSASNNaEx,3
CYSGLYex,0
CYSO,0
CYSSERNaEx,1
CYStec,0
CYSTGLUex,1
CYTD,3
CYTDt,1
CYTDtl,1
CYTK12,3
CYTK12n,3
CYTK13n,3
CYTK14,3
CYTK1m,0
CYTK2n,3
CYTK5n,3
CPK1,3
CYTK6n,3
CYTK7,3
CYTK7n,3
CYTK8,3
CYTK8n,3
DADNK,-1
DAG_HSter,-1
DAGK_hs,0
DASCBH,-1
DASPO1p,0
DATPtn,-1
DCK1m,-1
DCK1n,2
DLNLCGCPT2,2
DCSPTN1CPT1,0
DCSPTN1CRNt,1
DCSPTN1t,-1
DCTPtn,-1
DCYTD,3
DCYTt,1
DECDPtm,-1
DEDOLP2_L,-1
DESAT18_10,2
DESAT18_6,2
DESAT18_12,2
DESAT22_2p,-1
DESAT24_1,2
DGCHOLte,-1
DGSNt,1
DGSNtm,-1
DHCRD2,0
DHDPBMTm,1
DHEASt,0
DHEASULT,0
DHEAtr,-1
DHFtl,-1
DHFtm,-1
DHORD9,1
DHPM1,2
DIGALSGALSIDEtg,-1
DIGALSIDEtl,-1
DITPtn,-1
D_LACt2,0
DLNLCGCPT1,0
DM_Asn_X_Ser_Thr_l,-1
DM_core5_g,-1
DM_dem2emgacpail_prot_hs_r,-1
DM_dgpi_prot_hs_r,-1
DM_dsT_antigen_g,-1
DM_kdn_c,-1
DM_melanin_c,-1
DM_n5m2masn_g,-1
DM_oretn_n,-1
DM_Ser_Thr_l,-1
DM_Ser_Gly_Ala_X_Gly_l,-1
DM_sprm_c,-1
DMANTIPYRINEte,-1
DMATTx,3
DMGDHm,0
DMGtm,-1
DMHPTCRNCPT2,-1
DMHPTCRNte,-1
C110CPT2m,-1
DMNONCRNt,-1
DNADtn,-1
DNDPt10m,1
DNDPt11m,1
DNDPt13m,1
DNDPt14m,1
DNDPt15m,1
DNDPt16m,1
DNDPt17m,1
DNDPt18m,1
DNDPt1m,1
DNDPt20m,1
DNDPt21m,1
DNDPt25m,1
DNDPt28m,1
DNDPt32m,1
DNDPt37m,1
DNDPt38m,1
DNDPt39m,1
DNDPt40m,1
DNDPt42m,1
DNDPt43m,1
DNDPt45m,1
DNDPt49m,1
DNDPt50m,1
DNDPt52m,1
DNDPt55m,1
DNDPt56m,1
DNDPt57m,1
DNDPt59m,1
DNDPt5m,1
DNDPt60m,1
DNDPt61m,1
DNDPt62m,1
DNDPt63m,1
DNDPt6m,1
DOLGPP_Ler,-1
DOLICHOL_Lter,-1
DOLICHOL_Uter,-1
DOLK_U,-1
DOLPH_Uer,1
DOLPMT_U,1
DOLP_Lter,-1
DOLP_Uter,-1
DOPAt4_2_r,0
DOPAtu,0
DOPAVESSEC_1,0
DPCOAtl,-1
DPGase,0
DSAT,-1
DTDPtn,-1
DUDPtn,-1
DURAD,1
DURAD2,1
DURIK1,1
DURIt,1
DUTPDPm,2
EBASTINEOHtr,-1
EBASTINEte,-1
ECOAH12m,3
ECOAH9m,3
EICOSTETCPT1,0
ENGASE2ly,-1
ESTRADIOLGLCtr,-1
ESTRADIOLt,-1
ESTRIOLGLCte,2
ESTRIOLtr,-1
ESTRONEGLCt,2
ESTRONESt,0
ESTRONESt2,0
ESTRONEtr,-1
ETF,3
ETFQO,1
ETHAK,0
EX_10fthf5glu_e,-1
EX_10fthf6glu_e,-1
EX_10fthf7glu_e,-1
EX_11_cis_retfa_e,-1
EX_13_cis_retnglc_e,-1
EX_24nph_e,-1
EX_25hvitd3_e,-1
EX_2hb_e,-1
EX_2mcit_e,-1
EX_34dhphe_e,-1
EX_35cgmp_e,-1
EX_4hphac_e,-1
EX_4mptnl_e,-1
EX_7dhf_e,-1
EX_7thf_e,-1
EX_9_cis_retfa_e,-1
EX_acetone_e,-1
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_e,-1
EX_acnacngal14acglcgalgluside_hs_e,-1
EX_adp_e,-1
EX_ahandrostanglc_e,-1
EX_ala_B_e,-1
EX_ala__D_e,-1
EX_aldstrn_e,-1
EX_andrstrn_e,-1
EX_andrstrnglc_e,-1
EX_antipyrene_e,-1
EX_appnn_e,-1
EX_arach_e,-1
EX_avite1_e,-1
EX_avite2_e,-1
EX_bhb_e,-1
EX_bildglcur_e,-1
EX_biocyt_e,-1
EX_bvite_e,-1
EX_caro_e,-1
EX_carveol_e,-1
EX_chol_e,-1
EX_cholate_e,-1
EX_chtn_e,-1
EX_clpnd_e,-1
EX_coumarin_e,-1
EX_creat_e,-1
EX_crmp_hs_e,-1
EX_crn_e,-1
EX_crtstrn_e,-1
EX_crvnc_e,-1
EX_cspg_c_e,-1
EX_cspg_e_e,-1
EX_cyan_e,-1
EX_dag_hs_e,-1
EX_dcsptn1_e,-1
EX_dhdascb_e,-1
EX_dheas_e,-1
EX_dhf_e,-1
EX_digalsgalside_hs_e,-1
EX_dlnlcg_e,-1
EX_dmantipyrine_e,-1
EX_dmhptcrn_e,-1
EX_dopa_e,-1
EX_eaflatoxin_e,-1
EX_ebastine_e,-1
EX_eicostet_e,-1
EX_estradiolglc_e,-1
EX_fucacngalacglcgalgluside_hs_e,-1
EX_fucfuc12gal14acglcgalgluside_hs_e,-1
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_e,-1
EX_fucfucgalacglcgalgluside_hs_e,-1
EX_fucgal14acglcgalgluside_hs_e,-1
EX_fucgalgbside_hs_e,-1
EX_fuc__L_e,-1
EX_galacglcgalgbside_hs_e,-1
EX_galfucgalacglcgal14acglcgalgluside_hs_e,-1
EX_gd1c_hs_e,-1
EX_gdp_e,-1
EX_gluala_e,-1
EX_glyc__S_e,-1
EX_gp1calpha_hs_e,-1
EX_gq1balpha_hs_e,-1
EX_gsn_e,-1
EX_gt1a_hs_e,-1
EX_gthox_e,-1
EX_ha_e,-1
EX_ha_pre1_e,-1
EX_hcoumarin_e,-1
EX_hdcea_e,-1
EX_hexc_e,-1
EX_hom__L_e,-1
EX_hspg_e,-1
EX_htaxol_e,-1
EX_i_e,-1
EX_imp_e,-1
EX_ksi_e,-1
EX_ksii_core4_e,-1
EX_lac__D_e,-1
EX_cysi__L_e,-1
EX_leuktrB4_e,-1
EX_leuktrC4_e,-1
EX_leuktrD4_e,-1
EX_leuktrE4_e,-1
EX_limnen_e,-1
EX_lipoate_e,-1
EX_lnlc_e,-1
EX_lnlnca_e,-1
EX_lpchol_hs_e,-1
EX_meoh_e,-1
EX_mercplaccys_e,-1
EX_mthgxl_e,-1
EX_nad_e,-1
EX_nadp_e,-1
EX_nifedipine_e,-1
EX_npthl_e,-1
EX_nrpphr_e,-1
EX_oagd3_hs_e,-1
EX_oagt3_hs_e,-1
EX_ocdca_e,-1
EX_ocdcea_e,-1
EX_octa_e,-1
EX_onpthl_e,-1
EX_oxa_e,-1
EX_paf_hs_e,-1
EX_pchol_hs_e,-1
EX_perillyl_e,-1
EX_pheacgln_e,-1
EX_phllqne_e,-1
EX_phyt_e,-1
EX_prostgd2_e,-1
EX_prostge2_e,-1
EX_prostgf2_e,-1
EX_ps_hs_e,-1
EX_retfa_e,-1
EX_retinol_e,-1
EX_Rtotal2_e,-1
EX_Rtotal3_e,-1
EX_s2l2n2m2masn_e,-1
EX_sarcs_e,-1
EX_spc_hs_e,-1
EX_sph1p_e,-1
EX_strdnc_e,-1
EX_tag_hs_e,-1
EX_taxol_e,-1
EX_tchola_e,-1
EX_tcynt_e,-1
EX_tdchola_e,-1
EX_tetpent3_e,-1
EX_tetpent6_e,-1
EX_thmmp_e,-1
EX_thym_e,-1
EX_triodthy_e,-1
EX_triodthysuf_e,-1
EX_tststeroneglc_e,-1
EX_tststerones_e,-1
EX_ttdca_e,-1
EX_tymsf_e,-1
EX_Tyr_ggn_e,-1
EX_udp_e,-1
EX_vitd3_e,-1
EX_whddca_e,-1
EX_whhdca_e,-1
EX_whttdca_e,-1
EX_xoltri25_e,-1
EX_xoltri27_e,-1
F1Atg,-1
FACOAL160,0
FACOAL170,1
FACOAL181,0
FACOAL1821,0
FACOAL1822,1
FACOAL1831,0
FACOAL184,1
FACOAL203,1
FACOAL204,0
FACOAL2042,1
FACOAL205,1
FACOAL2251,1
FACOAL2252,1
FACOAL240_1,1
FACOAL241,1
FACOAL245_1,1
FACOAL40im,0
FACOAL80,2
FADH2tru,-1
FADH2tx,-1
FADtru,-1
FADtx,-1
FAEL184,0
FAEL204,0
FAEL205,0
FALDH,3
FALDtly,-1
FALDtm,-1
FAOXC11,2
FAOXC16080m,1
FAOXC16080x,1
FAOXC180x,1
FAOXC1811601m,1
FAOXC1811603m,1
FAOXC182806m,1
FAOXC18280m,1
FAOXC183806m,1
FAOXC18480m,1
FAOXC200180x,1
FAOXC2031836m,1
FAOXC204,1
FAOXC2051843m,1
FAOXC2051843x,1
FAOXC2251836m,1
FAOXC2252053m,1
FAOXC2252053x,1
GCHOLAte,-1
FAOXC226205m,1
FAOXC2442246x,1
FAOXC2452253x,1
FAOXC2452256x,1
FAOXC246226x,1
FAOXC260240x_1,1
FAS160COA,0
FATP1t,0
FATP2t,0
FATP3t,0
FATP7t,0
FATP8t,0
FBA5,0
FDH,0
FE2t,-1
FE3R2e_1,0
FKYNH,2
FORMCOAtx,-1
FORtm,-1
FORtr,-1
FPGS2,2
FPGS2m,2
FPGS3,2
FPGS4_1,2
FPGS4m_1,2
FPGS5,2
FPGS5m,2
FPGS6m,2
FPGS7m_1,2
FPGS8m,2
FPGS9,2
FPGSm_1,2
FRDPtc,-1
FRDPtr,-1
FRUt1r,0
FTHFDH,0
FTHFLmi,1
FUC14GALACGLCGALGLUSIDEte,-1
FUC14GALACGLCGALGLUSIDEtg,-1
FUCACGALFUCGALACGLCGALGLUSIDEte,-1
FUCACNGAL14ACGLCGALGLUSIDEte,-1
FUCACNGAL14ACGLCGALGLUSIDEtg,-1
FUCACNGALACGLCGALGLUSIDEte,-1
FUCASE2ly,1
FUCASEe,3
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,-1
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,-1
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,-1
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,-1
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,-1
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,-1
FUCGALFUCGALACGLCGALGLUSIDEtg,-1
FUCGALGBSIDEte,-1
FUCGALGBSIDEtg,-1
FUCtly,-1
FUMAC,2
FUMSO4tm,2
FUMtm,2
FUT15g,0
FUT16g,0
FUT32g,0
G14T20g,2
G14T21g,2
G14T2g,2
G14T5g,2
G5SDym,3
G6PDH1er,1
G6PDH2er,1
G6PPer,3
GACMTRc,1
GACPAILter,-1
GALACGLCGALGBSIDEte,-1
GALACGLCGALGBSIDEtg,-1
GALASE10ly,1
GALASE12ly,1
GALASE13ly,1
GALASE15ly,1
GALASE16ly,1
GALASE17ly,1
GALASE19ly,1
GALASE1ly,1
GALASE20ly,1
GALASE4ly,1
GALASE7ly,1
GALASE8ly,1
GALASE9ly,1
GALFUC12GAL14ACGLCGALGLUSIDEtg,-1
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,-1
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,-1
GALGALGALTHCRMtg,-1
GALGT2,1
GALGT3,1
GALNACT1g,0
GALNACT2g,0
GALNACT3g,0
GALNACT4g,0
GALNACT5g,0
GALSIDEtg,-1
GALSIDEtl,-1
GALt1r,0
GALT2g,1
GALtly,-1
GAO1g,1
GARFT,3
GASNASE2ly,1
GASNASEly,1
GBGT1,0
GBSIDEte,-1
GBSIDEtl,-1
GCCam,0
GCHOLAt2,0
GD1B2te,-1
GD1Cte,-1
GDPFUCtg,1
GGH_10FTHF7GLUl,2
GGH_5THFl,2
GGH_6DHFl,2
GGH_7THFe,2
GGLUCT,3
GHMT2rm,3
GLAl,3
GLB1,1
GLCAASE4ly,2
GLCAASE6ly,2
GLCAASE7ly,2
GLCAASE8ly,1
GLCAASE9ly,2
GLCAT4g,0
GLCAT5g,0
GLCAT6g,2
GLCAT7g,2
GLCAT8g,2
GLCNACASE5ly,1
GLCNACDASg,0
GLCNACT2g,0
GLCNACT5g,0
GLCter,-1
GLCtly,-1
GLGNS1,0
GLNALANaEx,3
GLNASNNaEx,3
GLNCYSNaEx,3
GLNtm,-1
GLPASE1,0
GLPASE2,0
GLRASE,-1
GLUt6,0
GLXO2p,0
GLXtp,-1
GLYAMDTRc,1
GLYBt4_2_r,0
GLYCK2,-1
GLYCLTDym,-1
GLYCLTtp,-1
GLYC_St,-1
GLYOp,-1
GLYt4,0
GLYt7_211_r,1
GLYtm,-1
GMPtg,-1
GMPtn,-1
GNDer,3
GNMT,0
GP1CALPHAtg,-1
GPAM_hs_1,1
GPIDA2er,1
GPIDAer,1
GQ1BALPHAte,-1
GQ1Btg,-1
GT1Ate,-1
GT1Atg,-1
DHAOX_c,-1
GTHOm,2
GTHPi,0
GTHPm,3
GTHS,3
GULLACter,-1
GULN3D,-1
GULNDer,-1
GULNter,-1
GUR1PP,-1
HCO3Em,0
H2O2syn,0
H2O2t,-1
H2O2tm,-1
H2Oter,-1
H2Otg,-1
H3MTer_U,1
H4ET3er,1
H4ETer,1
H6ET3er,1
H7ET2er,1
HACD1x,1
HACD9m,1
HAS1,1
HAtly,-1
HBZOPT10m,2
HCO3_CLt,0
HCOUMARINte,-1
HDCAt,1
HDD2COAtx,-1
HESTRATRIOLte,-1
HESTRATRIOLtr,-1
HEX4,0
HEXCt,-1
HISDC,0
HISt4,0
HISTAVESSEC_1,0
HMGCOAtm,-1
HMGCOAtx,-1
HMGLm,2
HMGLx,2
HOMt4,0
HPACtr,-1
HPDCACRNCPT1,0
HPDCACRNCPT2,2
HPYRDCm,-1
HPYRR2x_1,0
HPYRtp,-1
HS2ly,1
HSAT2ly,-1
HSAT3ly,-1
HSD17B42x_1,3
HSD17B4x,3
HSD17B7r,1
HSD17B9r,1
HSD3B11,0
HSD3B13,0
HSD3B7P,2
HSPASEly,-1
HSPGt,-1
HTAXOLte,-1
Htx,-1
HXANtx,-1
HYPTROX_cho,-1
ICDHyr,3
ICDHyp,3
IDHPOXOX2b,0
IDHPOXOX3,0
IDHPOXOX4,0
IDHPOXOXb,0
IDOAASE3ly,0
IDOAASE4ly,0
IDOURtly,1
IDPtn,-1
ILEt4,0
ILEtmi,-1
ILETAm,2
INOSTO,0
INSt,1
INSTt2,0
INSTt4,1
IPDPtx,-1
ITCOALm,2
ITPtn,-1
KAS8,0
KCC2t,1
KCCt,0
KHK,0
KHK2,0
KSII_CORE2tly,-1
KSII_CORE4t,-1
KSItly,-1
KYN3OX,0
KYNATESYN,-1
LACZe,0
LALDO,3
LAPCOAl,1
LCADi_D,0
LCTStg,-1
LCYSTAT,3
LCYSTCBOXL,0
LEUKTRA4tr,-1
LEUKTRB4tr,-1
LEUKTRD4t,-1
LEUTAm,2
TTCCOAtx,-1
LIMNENte,-1
LINKDEG1ly,-1
LINKDEG2ly,-1
LINKDEG3ly,-1
LIPOti_1,2
LNLCCPT1,0
LNLCCPT2,2
LNLCCRNt,1
LNLCt,1
LNLNCAt,1
LNLNCGCPT2,2
LNLNCGCRNt,1
LNLNCGt,1
LPASE,0
LPS2,0
LPS3e,0
LRAT1,-1
LRAT2,-1
LSTO1r,1
LTC4CP,-1
LTC4Sr,0
LTDCL,0
LYSt4,0
LYStm,1
LYStn,-1
M4BTAer,1
M4CET3er,1
MACACI,2
MALTe,0
MALTly,2
MALtm,2
MALTt1r,2
MANt1r,0
MANtly,-1
MCDp,0
MCLACCYSR,-1
MCLORi,0
MCPST,2
MDRPD,-1
ME1m,2
ME2m,1
MECOALm,2
MECOAS1m,1
MELATN23DOX,0
MELATNOX,0
MEOHt2,-1
MESCOALm,-1
METAT,0
METS,1
METtec,0
MGACONm,-1
MGSA2,-1
MHISOR,0
MI1345PP,0
MI134P4P,-1
MI134PP,1
MI145PK,0
MI145PP,0
MI14PP,1
MI1P_Dtn,-1
MMCDm,0
MMEm,1
MMSAD1m,1
MMTSADm,-1
MTHFCm,1
MTHFD2m,3
N3Tg,1
NABTNO,0
NACASPAH,0
NACHEX10ly,2
NACHEX13ly,2
NACHEX16ly,2
NACHEX17ly,2
NACHEX1ly,2
NACHEX20ly,2
NACHEX25ly,2
NACHEX26ly,2
NACHEX27ly,2
NACHEX3ly,2
NACHEX5ly,2
NACHEX6ly,2
NACHEX7ly,2
NACHEX8ly,2
NACHEX9ly,2
NACHEXA10ly,2
NACHEXA11ly,2
NACHEXA12ly,2
NACHEXA13ly,2
NACHEXA15ly,2
NACHEXA18ly,2
NACHEXA20ly,2
NACHEXA21ly,2
NACHEXA2ly,2
NACHEXA3ly,2
NACHEXA4ly,2
NACHEXA5ly,2
NACHEXA7ly,2
NACHEXA9ly,2
NACt,-1
NADHtru,-1
NADNe,0
NADPHtru,-1
NADPtru,-1
NADPtxu,-1
NADtn,-1
NADtru,-1
NAGAlby,-1
NAIt,0
NAt3_1g,1
NBAHH_ir,0
NDP7g,1
NDP8,3
NDP8ex,0
PI3P4Kn,-1
NDPK3m,1
NDPK4m,3
NDPK4n,3
NDPK6m,1
NDPK7m,3
NDPK7n,3
NDPK9n,3
NH4tn,-1
NH4tp,-1
NICRNS,-1
NICRNTtn,-1
NIFEDIPINEte,-1
NKCC2t,1
NOS2_2,1
NRPPHRSULT,2
NRVNCCOAtx,-1
NTD12,0
NTD1m,0
NTD2l,1
NTD4e,2
NTD5m,0
NTD7e,2
NTD9e,2
NTD9l,1
O2Stm,-1
O2Stn,-1
O2ter,-1
O2tn,-1
OCBTm,0
OCCOAtm,-1
OCCOAtx,-1
OIVD2m,0
OMEPRAZOLEte,-1
ORETNF,-1
ORNt4m,1
ORNt,0
OXAtp,-1
P45017A2r,0
P45017A3r,0
P45017A4r,0
P45019A1r,0
P45021A1r,0
P45027A11m,1
P45027A13m,1
P45027A14m,1
P45027A15m,1
P4502A6,0
P4502C18,0
P4502C8,0
P4502C92,0
P4502D6,0
P4502E1,0
P4503A4,0
P45046A1r,0
P4504F122r,0
P4504F123r,0
P4504F81r,0
P4508B11r,0
P450LTB4r,-1
P5CRm,3
PA_HSter,-1
PAIL_HStn,-1
PAIL45P_HStn,-1
PAPStg,2
PAPtg,-1
PCFLOPm,0
PCHOL_HSter,-1
PCHOLP_hs,0
PCHOLPg_hs,0
PCHOLPr_hs,0
PCREATtmdiffir,-1
PCRNtc,-1
PCRNtm,1
PDE1,0
PDE1g,0
PI34P5K,1
PI34P5Kn,-1
PI3P4K,1
PDE4,0
PDE4g,0
PDHm,2
PDXPP,2
PEFLIP,0
PERILLYLte,-1
PEROXx,1
PETHCT,1
PGCD,1
PGDI,0
PGLer,1
PGLYCt,-1
PGPP_hs,2
PGPPT,1
PHCHGSm,-1
PHEACGLNt,-1
PHEMEtm,-1
PHEt4,0
PHETA1m,0
PHYCBOXL,0
PHYHx,1
PHYQt,-1
PHYTt,-1
PI345P5P,0
PI34P3Pn,-1
PI34P4Pn,-1
PI45P3K,0
PI45P5P,0
PI4P3Kn,-1
PI4PLC,0
PI4PLCn,0
PI5P4Kn,-1
PIACGT,1
PROSTGE1t,1
PROSTGE2t,1
PIK4n,-1
PIK5n,-1
PIPLC,0
PIPLCn,0
PIter,1
PItg,-1
PItn,-1
PItx,-1
PLA2_2,0
PLA2_2e,0
PMI12346PH,0
PPA2,-1
PPAer,3
PPAm,2
PPAP,1
PPD2CSPp,-1
PPDOy,2
PPItr,-1
PPMI12346Ptn,-1
PPOR,0
PPPG9tm,-1
PPPGOm,1
PRASCSi,3
PRGNLONESULT,1
PRGNLONEtr,-1
PRGSTRNt,-1
PRISTCOAtx,-1
PRISTtx,-1
PROD2m,0
PROSTGE2t2,0
PROSTGE2t3,1
PROSTGI2t,-1
PROt4,0
PROtm,-1
PSFLIP,0
PSFLIPm,0
PTDCACRNCPT2,2
PTE4x,2
PTRCOX1,0
PVD3,-1
PYDXK,2
PYDXPP,2
PYNP2r,0
PYRt2p,0
QUILSYN,-1
RADH2,-1
RADH3,-1
RAI1,-1
RAI2,-1
RAI3,0
RAI4,-1
RAtn3,-1
RBK_Dr,1
RDH1,0
RDH1a,0
RDH2,0
RDH2a,0
RDH4,0
RETFA,-1
RETFAt,-1
RETFAt1,-1
RETH2e,-1
RETHe,-1
RETNGLCt2r,-1
RETNGLCtr,-1
RETNtr2,-1
RIBt,-1
RIBt2,-1
RNMK,0
RTOTAL3CRNCPT2,2
S23Tg,1
S2L2N2M2MASNtly,-1
S2T1g,0
S2T3g,0
S2T4g,1
S2TASE1ly,3
S2TASE2ly,3
S2TASE3ly,3
S2TASE5ly,-1
S3TASE3ly,-1
S4T2g,0
S4T3g,0
S4T4g,-1
S4T5g,-1
S4T6g,0
S4TASE1ly,0
S4TASE2ly,0
S4TASE3ly,0
S4TASE4ly,0
S6T18g,0
S6T1g,0
S6T20g,1
S6T21g,1
S6T24g,1
S6T25g,1
ST3GAL61g,0
S6T2g,0
S6T3g,0
S6TASE11ly,3
S6TASE14ly,3
S6TASE15ly,3
S6TASE16ly,3
S6TASE17ly,3
S6TASE1ly,3
S6TASE21ly,3
S6TASE24ly,3
S6TASE25ly,1
S6TASE26ly,3
S6TASE2ly,3
S6TASE3ly,3
S6TASE5ly,1
S6TASE6ly,1
S6TASE8ly,1
SACCD3m,0
SADT,2
SALMCOM,2
SALMCOM2,2
SARCStp,-1
SBPP3er,2
SBTD_D2,2
SBTR,2
SCP2x_1,2
Ser_Thrtg,-1
SERASNNaEx,3
SERGLYexR,0
